ClassID,Level,ClassName,Boss_UseZone,Journal,SET
401221,58,Whip_vine,,Whip_vine,whip_vine
401222,1,Whip_vine_Big,,Whip_vine_Big,whip_vine
401241,85,Wolf_statue,,Wolf_statue,Wolf_statue
401261,108,Cockatries,,Cockatries,Cockatries
401281,1,terracottadog,,terracottadog,Pino
401301,82,zinutekas,,zinutekas,Scorpion
401341,9,Pokubu,,Pokubu,Pokubu
401342,1,Pokubu_Pet,,Pokubu_Pet,Pokubu
401344,10,Pokubu_Gray,,Pokubu_Gray,Pokubu
401364,65,Zinute_Big,,Zinute_Big,Zinute_Big
401384,1,Lauzinute_Big,,Lauzinute_Big,Lauzinute_Big
401401,59,Dandel,,Dandel,Dandel
401421,35,Candlespider,,Candlespider,Candle_Spider
401422,236,Candlespider_blue,,Candlespider_blue,Candle_Spider_Blue
401423,191,Candlespider_yellow,,Candlespider_yellow,Candle_Spider_Yellow
401441,1,Corpse_Flower,,Corpse_Flower,Corpse_Flower
401442,1,Corpse_Flower_blue,,Corpse_Flower_blue,Corpse_Flower_blue
401445,222,Corpse_Flower_green,,Corpse_Flower_green,Corpse_Flower_green
401461,105,Flying_Flog,,Flying_Flog,Flying_Flog
401462,154,Flying_Flog_green,,Flying_Flog_green,Flying_Flog_green
401463,226,Flying_Flog_white,,Flying_Flog_white,Flying_Flog_white
401481,181,Hepatica_green,,Hepatica_green,Moss1
401482,190,Hepatica_purple,,Hepatica_purple,Moss1_purple
401501,2,Leaf_diving,,Leaf_diving,Moss3
401502,34,Leaf_diving_purple,,Leaf_diving_purple,Moss3_purple
401521,1,boss_Hepatica_King,,boss_Hepatica_King,Moss4
401522,1,Hepatica_King_purple,,,Moss4_purple
401601,105,Gravegolem,,Gravegolem,Tombstone_golem
401621,113,Fire_Dragon,,Fire_Dragon,Fire_Dragon
401622,116,Fire_Dragon_green,,Fire_Dragon_green,Fire_Dragon_green
401623,128,Fire_Dragon_purple,,Fire_Dragon_purple,Fire_Dragon_purple
401641,109,Big_Cockatries,,Big_Cockatries,Big_Cockatries
401642,173,Big_Cockatries_green,,Big_Cockatries_green,Big_Cockatries_green
401643,224,Big_Cockatries_red,,Big_Cockatries_red,Big_Cockatries_red
401661,117,boss_Sequoia,f_katyn_10,boss_Sequoia,Sequoia
401662,1,boss_Sequoia_blue,,boss_Sequoia_blue,Sequoia_blue
401663,1,boss_Sequoia_sleep,,boss_Sequoia_sleep,Sequoia
401681,109,boss_Fallen_Statue,f_katyn_7_2,boss_Fallen_Statue,Fallen_Statue
401682,1,boss_Fallen_Statue_blue,,boss_Fallen_Statue_blue,Fallen_Statue_blue
401701,61,Bagworm,,Bagworm,bagworm
401702,1,Bagworm_Big,,,bagworm_Big
401721,116,Sequoia_fire,,Sequoia_fire,Sequoia_fire
401741,104,hook,,hook,hook
401761,98,stub_tree,,stub_tree,stub_tree
401781,1,katacom_cemetery_golem,,,katacom_cemetery_golem
401801,1,tree_root_mole,,,tree_root_mole
401802,3,Hanaming_Flag,,Hanaming,Hanaming
4014210,1,Poiming,,,Hanaming
11310,1,Mirtis,,,Mirtis_eyes
11311,1,Mirtis_Elite,,,Mirtis_eyes
10001,1,Stone,,,Stone
10005,1,Bomb,,,boom
10006,1,Bomb_Score,,,bomb
10007,1,Bomb_Defence,,,bomb
10008,1,Bomb_Sin,,,bomb
10009,1,StoneOBB,,,Stone
10011,1,Bomb_RokasMission,,,boom
10094,1,MeteorStrike,,,invisible
10096,1,Blizzard,,,invisible
10097,1,LivingFlame,,,invisible
10099,1,HiddenFlameSeed,,,invisible
10010,1,Wizard_M,,,apostate_m
10015,1,Wizard_F,,,apostate_f
10016,1,Symbol_defence,,,Enchant_symbol
10018,1,Symbol_sin,,,D_abbey_statue
10019,1,Symbol_Rescue,,,Enchant_symbol
10020,1,SCS_M2_Mon,,,soldier6
10021,1,SCS_M2_Mon_DeadAin,,,soldier6
10022,1,SCS_M2_Mon_Guard,,,soldier6
10023,1,Aos_Soldier,,,soldier6
15000,1,Ghost_Soldier,,,ghost_soldier
10032,1,Silvertransporter_m,,,soldier6
10033,1,Silvertransporter_m_Quest,,,soldier6
10034,1,Silvertransporter_m_DESERTER,,,soldier6
10035,1,Silvertransporter_m_Quest_2,,,soldier6
10036,1,Tied_soldier,,,soldier3_m_vine
10037,1,Silvertransporter_m_Quest_3,,,soldier6
10031,1,Aos_Soldier_Cart,,,monster_soldier
10046,1,Silvertransporter_m_dir,,,soldier6
10028,1,Aos_Hero_Arc,,,AOS_Hero_Arc
10029,1,Aos_Hero_War,,,AOS_Hero_War
10030,1,War_Shield,,,War_Shield
10040,1,PhantomKnight,,,guard
10041,1,PhantomKnight_S,,,guard
10042,1,PhantomKnight_Elite,,,guard2
10043,1,Stone01,,,Stone01
10044,1,Stone02,,,Stone02
10045,1,Stone03,,,Stone03
10120,1,GhostGirl,,,Ghost_Girl
10121,1,GhostGirl_Add,,,Ghost_Girl
10130,1,GhostBoy,,,Ghost_Boy
10131,1,GhostBoy_S,,,Ghost_Boy
10140,1,GhostOldWoman,,,Ghost_Mother
10150,1,Ghostman,,,Ghost_Father
10151,1,Ghostman_L,,,Ghost_Father
10152,1,Ghostman_Big,,,Ghost_Father
10153,1,Ghostman_Copy,,,Ghost_Father
10160,1,Kiyak,,,pumpkin
10170,1,Kyokyo,,,pumpkin
10210,1,Believeroldman,,,zombie
10230,1,zombiehoplite,,,Monster_Zombie_Hoplite
10250,1,Monsterbook,,,book
10260,1,Pumpkin,,,pumpkin
10261,1,Pumpkin2,,,Onion
10262,1,Pumpkin3,,,Onion
10263,1,Pumpkin_MagicTarget,,,pumpkin
10281,1,TR_Defense_Symbol,,,D_abbey_statue
11019,1,shader_test,,,soldier6
11020,1,Goblin_Elite,,,Goblin_Elite
11050,1,Zombie_Bolt,,,Zombie_Bolt
11060,1,Zombie_Berserker,,,Zombie_Berserker
11061,1,Zombie_Berserker_Quest,,,Zombie_Berserker
11070,1,Zombie_Bomber,,,Zombie_Bomber
11080,1,Zombie_archer,,,Zombie_archer
11090,113,HighBube_Archer,,HighBube_Archer,bumegoblin_archer
11091,1,HighBube_Archer_test,,,monster_squire_repair_test
11092,1,HighBube_Archer_ghost,,,invisible
11110,41,New_desmodus,,New_desmodus,New_desmodus
11119,194,Treasure_Goblin,,Treasure_Goblin,Goblin_spear_yellow
11120,13,Goblin_Spear,,Goblin_Spear,Goblin_spear
11123,150,Goblin_Spear_red,,Goblin_Spear_red,Goblin_spear_red
11124,23,Goblin_Spear_blue,,Goblin_Spear_blue,Goblin_spear_blue
11125,16,Goblin_Miners,,Goblin_Miners,Goblin_miner
11126,1,Goblin_Miners_Red,,Goblin_Miners_Red,Goblin_miner_red
11127,20,Goblin_Miners_Blue,,Goblin_Miners_Blue,Goblin_miner_blue
11128,1,Goblin_Miners_Big,,Goblin_Miners_Big,Goblin_miner_Big
11160,21,Goblin_Archer,,Goblin_Archer,Goblin_archer
11162,150,Goblin_Archer_red,,Goblin_Archer_red,Goblin_archer_red
11260,1,EyesOfRagas,,,EyesOfRagas
11270,1,EyesOfSiknos,,,EyesOfSiknos
11280,1,Prison_Guard,,,Prison_Guard
11281,1,mon_paladin_follower1_1,,,npc_paladin_follower1_1
11282,1,mon_paladin_follower1_2,,,npc_paladin_follower1_2
11283,1,mon_paladin_follower1_3,,,npc_paladin_follower1_3
11284,1,mon_intermediate_officer_men2,,,npc_intermediate_officer_men2
12051,1,Warrior_M,,,npc_warrior_m
12061,16,Statue_angel,,,statue_angel
12062,17,Hall_stone,,,hall_stone
12063,1,Priest,,,priest
12080,1,HiddenTrigge_DMINE8_QUEST04,,,invisible
12081,1,f_katyn_owl01,,,f_katyn_owl01
45000,1,Armedtortoise2,,,Armedtortoise
45001,1,Armedtortoise,,,Armedtortoise
45003,1,Decadence_sorcerer,,,Decadence_sorcerer
45004,1,Decadence_sorcereress,,,Decadence_sorcereress
40056,1,Skrik,,,skrik
45090,1,boss_Abomination,,boss_Abomination,Abomination
45095,1,HighBube_Fighter,,,Bumegoblin_fighter
45096,1,wiz_f_cape_blue,,,wiz_f_cape_blue
45100,1,Turret_sample,,,Turret_sample
45110,1,RootCrystal_a,,RootCrystal_a,npc_rootcrystal_a
45111,1,RootCrystal_b,,RootCrystal_b,npc_rootcrystal_b
45132,1,rootcrystal_01,,rootcrystal_01,rootcrystal_01
45133,1,rootcrystal_02,,rootcrystal_02,rootcrystal_02
45134,1,rootcrystal_03,,rootcrystal_03,rootcrystal_03
45135,1,rootcrystal_04,,rootcrystal_04,rootcrystal_04
45136,1,rootcrystal_05,,rootcrystal_05,rootcrystal_05
46200,1,Dice1,,,Dice1
46201,1,Dice2,,,Dice2
46202,1,Dice3,,,Dice3
46203,1,Dice4,,,Dice4
46204,1,Dice5,,,Dice5
46205,1,Dice6,,,Dice6
46206,1,Diceani1,,,Diceani1
46207,1,Diceani2,,,Diceani2
46208,1,Diceani3,,,Diceani3
46209,1,Diceani4,,,Diceani4
46210,1,Diceani5,,,Diceani5
46211,1,Diceani6,,,Diceani6
46220,1,Catapult,,,Catapult
46231,1,Barricade_butterfly,,,Barricade_butterfly
46232,1,Barricade_thorn,,,Barricade_thorn
46233,1,Barricade_thorn_green,,,Barricade_thorn_green
46212,1,Box1,,,Box1
47004,1,wood_carving,,,wood_carving
47007,1,dummy_carving,,,wood_carving
47034,1,atkobject,,,skrik
47040,1,Missile,,,missile
47041,1,SkillDummy,,,blackhole
47042,1,DynamicObject1,,,blackhole
47043,1,DynamicObject2,,,blackhole
47044,1,Missile_Alche,,,missile
41183,1,boss_obb,,,missile
41196,100,Long_Arm,,Long_Arm,monster_long_arm
41197,173,tombstone_turtle,,tombstone_turtle,monster_tombstone_turtle
41198,90,dog_of_king,,dog_of_king,dog_of_king
41199,82,katacom_cemeterygolem,,katacom_cemeterygolem,katacom_cemetery_golem
41200,160,tree_toormole,,tree_toormole,tree_root_mole
41201,1,boss_onion_the_great,,boss_onion_the_great,boss_onion_the_great
41202,6,boss_poata,f_siauliai_2,boss_poata,monster_poata
41203,107,boss_deadbone,f_katyn_7,boss_deadbone,monster_zombiegirl_blue
41205,17,boss_salamander,d_cmine_01,boss_salamander,monster_ifrit
41206,1,Soldier6_rotateOff,,,soldier6
41207,106,boss_Saltistter,f_katyn_7,boss_Saltistter,boss_Saltistter
41208,19,boss_ginklas,d_cmine_02,boss_ginklas,monster_ginklas
41209,19,boss_stone_whale,d_cmine_02,boss_stone_whale,monster_stone_whale
41210,7,boss_tutu,f_siauliai_2,boss_tutu,monster_toadalijus
41211,118,boss_yonazolem,d_firetower_44,boss_yonazolem,monster_yonazolem
41212,1,boss_Genmagnus,,boss_Genmagnus,boss_Genmagnus
41213,61,boss_BiteRegina,f_rokas_25,boss_BiteRegina,boss_BiteRegina
41214,1,boss_Iltiswort,,boss_Iltiswort,Iltiswort
41215,121,boss_GiantWoodGoblin_red,d_thorn_22,boss_GiantWoodGoblin_red,Giant_Redwood
41216,60,boss_lepus,f_siauliai_16,boss_lepus,monster_lepus
41217,4,boss_mushcaria,f_siauliai_west,boss_mushcaria,monster_mushcaria
41218,1,statue_raima_mon,,,statue_raima
41219,10,boss_chafer,,boss_chafer,monster_Chafer
41220,64,boss_Gaigalas,d_thorn_21,boss_Gaigalas,monster_Gaigalas
41221,109,boss_Throneweaver,f_katyn_7_2,boss_Throneweaver,monster_Throneweaver
41222,56,boss_bebraspion,f_siauliai_15_re,boss_bebraspion,monster_bebraspion
41223,112,boss_mushwort,f_katyn_13,boss_mushwort,monster_mushwort
41224,61,boss_sparnas,f_siauliai_16,boss_sparnas,monster_sparnas
41225,119,boss_mineloader,d_firetower_43,boss_mineloader,boss_mineloader
41226,73,boss_Rajatoad,f_rokas_29,boss_Rajatoad,boss_Rajatoad
41227,18,boss_ShadowGaoler,,boss_ShadowGaoler,boss_ShadowGaoler
41228,126,boss_helgasercle,d_firetower_45,boss_helgasercle,monster_helgasercle
41229,96,boss_lecifer,,boss_lecifer,monster_lecifer
41230,49,boss_necrovanter,,boss_necrovanter,monster_necrovanter
41231,1,boss_rootopus,,boss_rootopus,monster_rootopus
41232,145,boss_RingCrawler,,boss_RingCrawler,monster_RingCrawler
41233,5,boss_Rocktortuga,f_siauliai_west,boss_Rocktortuga,monster_Rocktortuga
41234,114,boss_yekub,,boss_yekub,monster_yekub
41235,55,boss_RytaSwort,f_siauliai_15_re,boss_RytaSwort,monster_RytaSwort
41236,69,boss_Ravinepede,f_rokas_28,boss_Ravinepede,monster_Ravinepede
41237,21,boss_NetherBovine,d_cmine_6,boss_NetherBovine,monster_NetherBovine
41238,30,boss_Carnivore,f_gele_57_2,boss_Carnivore,monster_Carnivore
41239,67,boss_TombLord,f_rokas_27,boss_TombLord,monster_TombLord
41240,81,boss_Achat,d_zachariel_32,boss_Achat,monster_Achat
41241,64,boss_Shnayim,f_rokas_26,boss_Shnayim,monster_Shnayim
41242,64,boss_honeypin,d_thorn_21,boss_honeypin,monster_meduoliai
41243,123,boss_Rajapearl,d_thorn_23,boss_Rajapearl,monster_Rajapearl
41244,17,boss_Strongholder,d_cmine_01,boss_Strongholder,monster_Strongholder
41245,61,boss_archon,d_thorn_20,boss_archon,monster_Stout
41246,19,boss_Carapace,d_cmine_02,boss_Carapace,monster_Carapace
41247,114,boss_werewolf,f_katyn_14,boss_werewolf,monster_werewolf
41248,56,Tiny,,Tiny,monster_Tiny
41249,96,TreeAmbulo,,TreeAmbulo,monster_TreeAmbulo
41250,1,Golemlet,,Golemlet,monster_Golemlet
41251,1,squa,,squa,monster_squa
41252,163,Spion,,Spion,monster_Spion
41253,1,mirtislampa,,mirtislampa,monster_mirtislampa
41254,1,spekull,,spekull,monster_spekull
41255,1,scab,,scab,monster_scab
41256,20,Shredded,,Shredded,monster_Shredded
41257,20,Yekubite,,Yekubite,monster_Yekubite
41258,170,Shardstatue,,Shardstatue,monster_Shardstatue
41259,1,Deadbornscab,,Deadbornscab,monster_Deadbornscab
41260,174,Cire,,Cire,monster_Cire
41261,1,Ritasfung,,Ritasfung,monster_Ritasfung
41262,1,Tisfung,,Tisfung,monster_Tisfung_Set
41263,1,mushfung,,mushfung,monster_mushfung
41264,122,TreeGool,,TreeGool,monster_TreeGool
41265,153,Cyst,,Cyst,monster_Cyst
41266,66,Ammon,,Ammon,monster_Ammon
41267,59,operor,,operor,monster_operor
41268,64,Chafperor,,Chafperor,monster_Chafperor
41269,121,RavineLerva,,RavineLerva,monster_RavineLerva
41270,1,NetherCalf,,NetherCalf,monster_NetherCalf
41271,1,Infrogalas,,Infrogalas,monster_Infrogalas
41272,1,Carnivorefung,,Carnivorefung,monster_Carnivorefung
41273,85,Vesper,,Vesper,monster_Vesper
41274,83,Karas,,Karas,monster_Karas
41275,87,Echad,,Echad,monster_Echad
41276,89,shtayim,,shtayim,monster_shtayim
41277,86,Tombsinker,,Tombsinker,monster_Tombsinker
41278,0,Graztas,,Graztas,monster_Graztas
41279,1,Abogust,,Abogust,monster_Abogust
41280,8,Weaver,,Weaver,monster_Weaver
41281,107,Hallowventor,,Hallowventor,monster_Hallowventor
41285,120,Meleech,,Meleech,monster_Meleech
41286,12,Salamander_summon,,Salamander_summon,monster_infroSalamander
41287,103,Zolem,,Zolem,monster_Zolem
41288,125,raider,,raider,monster_raider
41289,35,Mushcarfung,,Mushcarfung,monster_Mushcarfung
41290,122,wood_goblin,,wood_goblin,monster_wood_goblin
41291,123,wood_goblin_red,,wood_goblin_red,monster_woodgoblin_red
41292,1,Templeslave,,Templeslave,monster_Templeslave
41293,1,ringring,,ringring,monster_ringring
41294,15,woodin,,woodin,monster_woodin
41295,17,StonOrca,,StonOrca,monster_StonOrca
41296,1,Rajapearlite,,Rajapearlite,monster_Rajapearlite
41297,177,Drape,,Drape,monster_Drape
41298,126,Infroholder,,Infroholder,monster_Infroholder
41299,197,Repusbunny,,Repusbunny,monster_Repusbunny
41300,1,Nuwort,,Nuwort,monster_Nuwort
41301,1,Beadbird,,Beadbird,monster_Beadbird
41302,173,Minos,,Minos,monster_Minos
41303,115,Armory,,Armory,monster_Armory
41304,1,Minelever,,Minelever,monster_Minelever
41305,1,ShadowGaoler_summon,,,monster_ShadowGaoler_summon
41306,153,Hound,,Hound,monster_Hound
41307,161,Stoulet,,Stoulet,monster_Stoulet
41308,65,Rajatadpole,,Rajatadpole,monster_Rajatadpole
41309,1,Cuticle,,Cuticle,monster_Cuticle
41310,99,InfroBurk,,InfroBurk,monster_InfroBurk
41311,1,Mandara_soldier,,Mandara_soldier,monster_Mandara_soldier
41312,1,NightMaiden,,NightMaiden,monster_NightMaiden
41313,1,Worg,,Worg,monster_Worg
41314,1,saltisdaughter,,saltisdaughter,monster_saltisdaughter
41315,130,Prisonfighter,,Prisonfighter,monster_Prisonfighter
41316,233,Greentoshell,,Greentoshell,monster_Greentoshell
41317,1,Sparnicht,,Sparnicht,monster_Sparnicht
41319,5,InfroRocktor,,InfroRocktor,monster_roctor
41320,12,boss_chafer_sout,f_siauliai_out,boss_chafer_sout,monster_Chafer
41321,1,fallen_statue_gray,,fallen_statue_gray,monster_fallen_statue
41322,34,maggot,,maggot,monster_maggot
41323,1,maggotegg,,maggotegg,monster_maggotegg
41324,1,maggot_green,,maggot_green,monster_maggot_green
41325,1,maggot_yellow,,maggot_yellow,monster_maggot_yellow
41326,1,maggotegg_green,,maggotegg_green,monster_maggotegg_green
41327,80,maggotegg_yellow,,maggotegg_yellow,monster_maggotegg_yellow
41348,78,boss_cactusvel,f_rokas_31,boss_cactusvel,monster_cactusvel
41349,1,boss_Kimeleech,,boss_Kimeleech,monster_Kimeleech
41350,97,boss_MagBurk,f_remains_37,boss_MagBurk,monster_MagBurk
41351,145,boss_Naktis,,boss_Naktis,monster_Naktis
41352,90,boss_Drapeliun,,boss_Drapeliun,monster_Drapeliun
41353,1,boss_Sparnashorn,,boss_Sparnashorn,monster_Sparnashorn
41354,122,boss_Ironbaum,d_thorn_22,boss_Ironbaum,monster_Ironbaum
41356,1,boss_Strongholder_thorn21,,,monster_Strongholder
41357,6,boss_poata_thorn21,,,monster_poata
41358,1,boss_NetherBovine_thorn21,,,monster_NetherBovine
41359,61,boss_honeypin_thorn21,,,monster_meduoliai
41360,1,boss_archon_thorn21,,,monster_Stout
